fips_code,RegionName,year,price
06001,Alameda County,2000,302255.31409227685
06001,Alameda County,2001,368098.1799275837
06001,Alameda County,2002,393708.3030146712
06001,Alameda County,2003,427010.475210202
06001,Alameda County,2004,484363.00359933934
06001,Alameda County,2005,585124.0115790515
06001,Alameda County,2006,627743.2276817283
06001,Alameda County,2007,605581.4570539538
06001,Alameda County,2008,534153.8825787609
06001,Alameda County,2009,446659.0760152263
06001,Alameda County,2010,446991.3953426105
06001,Alameda County,2011,412947.2147911685
06001,Alameda County,2012,398108.2735820084
06001,Alameda County,2013,481141.49002870446
06001,Alameda County,2014,556032.0643154896
06001,Alameda County,2015,632143.7803329002
06001,Alameda County,2016,705021.3729418786
06001,Alameda County,2017,753902.1651961412
06001,Alameda County,2018,842282.8195975226
06001,Alameda County,2019,845727.0095051379
06001,Alameda County,2020,868442.0633445806
06001,Alameda County,2021,1019032.4994671587
06001,Alameda County,2022,1152471.2166117274
06001,Alameda County,2023,1079597.5080092694
06003,Alpine County,2000,251441.74499507816
06003,Alpine County,2001,221931.47806610595
06003,Alpine County,2002,249577.36322118514
06003,Alpine County,2003,349091.1393165677
06003,Alpine County,2004,412987.6420318305
06003,Alpine County,2005,258048.68783710318
06003,Alpine County,2006,284093.75636711234
06003,Alpine County,2007,408472.18146139866
06003,Alpine County,2008,354362.6607778247
06003,Alpine County,2009,317530.1077179162
06003,Alpine County,2010,301086.6675770995
06003,Alpine County,2011,279080.99889854295
06003,Alpine County,2012,279283.40384704707
06003,Alpine County,2013,282702.8390706513
06003,Alpine County,2014,308087.35193041625
06003,Alpine County,2015,311636.93150176835
06003,Alpine County,2016,325943.034546575
06003,Alpine County,2017,329768.7028618522
06003,Alpine County,2018,343336.3750312148
